id;nodeA;nodeB;type;cond;substation;subnet;voltLvl
MV3.101 Switch 30;MV3.101 Bus 17;MV3.101 Bus 17_2;LBS;1;NULL;MV3.101_Feeder1;5
MV3.101 Switch 31;MV3.101 Bus 14;MV3.101 Bus 14_3;LBS;1;NULL;MV3.101_Feeder1;5
MV3.101 Switch 32;MV3.101 Bus 19;MV3.101 Bus 19_3;LBS;1;NULL;MV3.101_Feeder1;5
MV3.101 Switch 33;MV3.101 Bus 20;MV3.101 Bus 20_2;LBS;1;NULL;MV3.101_Feeder1;5
MV3.101 Switch 34;MV3.101 busbar1A;MV3.101 busbar1A_2;CB;1;HV1_MV3.101_Substation;MV3.101;5
MV3.101 Switch 35;MV3.101 Bus 22;MV3.101 Bus 22_1;LBS;1;NULL;MV3.101_Feeder2;5
MV3.101 Switch 36;MV3.101 Bus 23;MV3.101 Bus 23_1;LBS;1;NULL;MV3.101_Feeder2;5
MV3.101 Switch 37;MV3.101 Bus 24;MV3.101 Bus 24_1;LBS;1;NULL;MV3.101_Feeder2;5
MV3.101 Switch 38;MV3.101 Bus 25;MV3.101 Bus 25_1;LBS;1;NULL;MV3.101_Feeder2;5
MV3.101 Switch 39;MV3.101 Bus 22;MV3.101 Bus 22_2;LBS;1;NULL;MV3.101_Feeder2;5
MV3.101 Switch 40;MV3.101 Bus 23;MV3.101 Bus 23_2;LBS;1;NULL;MV3.101_Feeder2;5
MV3.101 Switch 41;MV3.101 Bus 24;MV3.101 Bus 24_2;LBS;1;NULL;MV3.101_Feeder2;5
MV3.101 Switch 42;MV3.101 busbar1B;MV3.101 busbar1B_1;CB;1;HV1_MV3.101_Substation;MV3.101;5
MV3.101 Switch 43;MV3.101 Bus 26;MV3.101 Bus 26_1;LBS;1;NULL;MV3.101_Feeder3;5
MV3.101 Switch 44;MV3.101 Bus 27;MV3.101 Bus 27_1;LBS;1;NULL;MV3.101_Feeder3;5
MV3.101 Switch 45;MV3.101 Bus 28;MV3.101 Bus 28_1;LBS;1;NULL;MV3.101_Feeder3;5
MV3.101 Switch 46;MV3.101 Bus 29;MV3.101 Bus 29_1;LBS;1;NULL;MV3.101_Feeder3;5
MV3.101 Switch 47;MV3.101 Bus 30;MV3.101 Bus 30_1;LBS;1;NULL;MV3.101_Feeder3;5
MV3.101 Switch 48;MV3.101 Bus 31;MV3.101 Bus 31_1;LBS;1;NULL;MV3.101_Feeder3;5
MV3.101 Switch 49;MV3.101 Bus 32;MV3.101 Bus 32_1;LBS;1;NULL;MV3.101_Feeder3;5
MV3.101 Switch 50;MV3.101 Bus 33;MV3.101 Bus 33_1;LBS;1;NULL;MV3.101_Feeder3;5
MV3.101 Switch 51;MV3.101 Bus 34;MV3.101 Bus 34_1;LBS;1;NULL;MV3.101_Feeder3;5
MV3.101 Switch 52;MV3.101 Bus 35;MV3.101 Bus 35_1;LBS;1;NULL;MV3.101_Feeder3;5
MV3.101 Switch 53;MV3.101 Bus 26;MV3.101 Bus 26_2;LBS;1;NULL;MV3.101_Feeder3;5
MV3.101 Switch 54;MV3.101 Bus 27;MV3.101 Bus 27_2;LBS;1;NULL;MV3.101_Feeder3;5
MV3.101 Switch 55;MV3.101 Bus 28;MV3.101 Bus 28_2;LBS;1;NULL;MV3.101_Feeder3;5
MV3.101 Switch 56;MV3.101 Bus 29;MV3.101 Bus 29_2;LBS;1;NULL;MV3.101_Feeder3;5
MV3.101 Switch 57;MV3.101 Bus 30;MV3.101 Bus 30_2;LBS;1;NULL;MV3.101_Feeder3;5
MV3.101 Switch 58;MV3.101 Bus 31;MV3.101 Bus 31_2;LBS;1;NULL;MV3.101_Feeder3;5
MV3.101 Switch 59;MV3.101 Bus 32;MV3.101 Bus 32_2;LBS;1;NULL;MV3.101_Feeder3;5
MV3.101 Switch 60;MV3.101 Bus 33;MV3.101 Bus 33_2;LBS;1;NULL;MV3.101_Feeder3;5
MV3.101 Switch 61;MV3.101 Bus 34;MV3.101 Bus 34_2;LBS;1;NULL;MV3.101_Feeder3;5
MV3.101 Switch 62;MV3.101 busbar1B;MV3.101 busbar1B_2;CB;1;HV1_MV3.101_Substation;MV3.101;5
MV3.101 Switch 63;MV3.101 Bus 36;MV3.101 Bus 36_1;LBS;1;NULL;MV3.101_Feeder4;5
MV3.101 Switch 64;MV3.101 Bus 37;MV3.101 Bus 37_1;LBS;1;NULL;MV3.101_Feeder4;5
MV3.101 Switch 65;MV3.101 Bus 38;MV3.101 Bus 38_1;LBS;1;NULL;MV3.101_Feeder4;5
MV3.101 Switch 66;MV3.101 Bus 39;MV3.101 Bus 39_1;LBS;1;NULL;MV3.101_Feeder4;5
MV3.101 Switch 67;MV3.101 Bus 40;MV3.101 Bus 40_1;LBS;1;NULL;MV3.101_Feeder4;5
MV3.101 Switch 68;MV3.101 Bus 36;MV3.101 Bus 36_2;LBS;1;NULL;MV3.101_Feeder4;5
MV3.101 Switch 69;MV3.101 Bus 37;MV3.101 Bus 37_2;LBS;1;NULL;MV3.101_Feeder4;5
MV3.101 Switch 70;MV3.101 Bus 38;MV3.101 Bus 38_2;LBS;1;NULL;MV3.101_Feeder4;5
MV3.101 Switch 71;MV3.101 Bus 39;MV3.101 Bus 39_2;LBS;1;NULL;MV3.101_Feeder4;5
MV3.101 Switch 72;MV3.101 busbar1B;MV3.101 busbar1B_3;CB;1;HV1_MV3.101_Substation;MV3.101;5
MV3.101 Switch 73;MV3.101 Bus 41;MV3.101 Bus 41_1;LBS;1;NULL;MV3.101_Feeder5;5
MV3.101 Switch 74;MV3.101 Bus 42;MV3.101 Bus 42_1;LBS;1;NULL;MV3.101_Feeder5;5
MV3.101 Switch 75;MV3.101 Bus 43;MV3.101 Bus 43_1;LBS;1;NULL;MV3.101_Feeder5;5
MV3.101 Switch 76;MV3.101 Bus 44;MV3.101 Bus 44_1;LBS;1;NULL;MV3.101_Feeder5;5
MV3.101 Switch 77;MV3.101 Bus 45;MV3.101 Bus 45_1;LBS;1;NULL;MV3.101_Feeder5;5
MV3.101 Switch 78;MV3.101 Bus 46;MV3.101 Bus 46_1;LBS;1;NULL;MV3.101_Feeder5;5
MV3.101 Switch 79;MV3.101 Bus 47;MV3.101 Bus 47_1;LBS;1;NULL;MV3.101_Feeder5;5
MV3.101 Switch 80;MV3.101 Bus 48;MV3.101 Bus 48_1;LBS;1;NULL;MV3.101_Feeder5;5
MV3.101 Switch 81;MV3.101 Bus 49;MV3.101 Bus 49_1;LBS;1;NULL;MV3.101_Feeder5;5
MV3.101 Switch 82;MV3.101 Bus 50;MV3.101 Bus 50_1;LBS;1;NULL;MV3.101_Feeder5;5
MV3.101 Switch 83;MV3.101 Bus 41;MV3.101 Bus 41_2;LBS;1;NULL;MV3.101_Feeder5;5
MV3.101 Switch 84;MV3.101 Bus 42;MV3.101 Bus 42_2;LBS;1;NULL;MV3.101_Feeder5;5
MV3.101 Switch 85;MV3.101 Bus 43;MV3.101 Bus 43_2;LBS;1;NULL;MV3.101_Feeder5;5
MV3.101 Switch 86;MV3.101 Bus 44;MV3.101 Bus 44_2;LBS;1;NULL;MV3.101_Feeder5;5
MV3.101 Switch 87;MV3.101 Bus 45;MV3.101 Bus 45_2;LBS;1;NULL;MV3.101_Feeder5;5
MV3.101 Switch 88;MV3.101 Bus 46;MV3.101 Bus 46_2;LBS;1;NULL;MV3.101_Feeder5;5
MV3.101 Switch 89;MV3.101 Bus 47;MV3.101 Bus 47_2;LBS;1;NULL;MV3.101_Feeder5;5
MV3.101 Switch 90;MV3.101 Bus 48;MV3.101 Bus 48_2;LBS;1;NULL;MV3.101_Feeder5;5
MV3.101 Switch 91;MV3.101 Bus 49;MV3.101 Bus 49_2;LBS;1;NULL;MV3.101_Feeder5;5
MV3.101 Switch 92;MV3.101 busbar2B;MV3.101 busbar2B_1;CB;1;HV1_MV3.101_Substation;MV3.101;5
MV3.101 Switch 93;MV3.101 Bus 51;MV3.101 Bus 51_1;LBS;1;NULL;MV3.101_Feeder6;5
MV3.101 Switch 94;MV3.101 Bus 52;MV3.101 Bus 52_1;LBS;1;NULL;MV3.101_Feeder6;5
MV3.101 Switch 95;MV3.101 Bus 53;MV3.101 Bus 53_1;LBS;1;NULL;MV3.101_Feeder6;5
MV3.101 Switch 96;MV3.101 Bus 54;MV3.101 Bus 54_1;LBS;1;NULL;MV3.101_Feeder6;5
MV3.101 Switch 97;MV3.101 Bus 55;MV3.101 Bus 55_1;LBS;1;NULL;MV3.101_Feeder6;5
MV3.101 Switch 98;MV3.101 Bus 56;MV3.101 Bus 56_1;LBS;1;NULL;MV3.101_Feeder6;5
MV3.101 Switch 99;MV3.101 Bus 57;MV3.101 Bus 57_1;LBS;1;NULL;MV3.101_Feeder6;5
MV3.101 Switch 100;MV3.101 Bus 58;MV3.101 Bus 58_1;LBS;1;NULL;MV3.101_Feeder6;5
MV3.101 Switch 101;MV3.101 Bus 51;MV3.101 Bus 51_2;LBS;1;NULL;MV3.101_Feeder6;5
MV3.101 Switch 102;MV3.101 Bus 52;MV3.101 Bus 52_2;LBS;1;NULL;MV3.101_Feeder6;5
MV3.101 Switch 103;MV3.101 Bus 53;MV3.101 Bus 53_2;LBS;1;NULL;MV3.101_Feeder6;5
MV3.101 Switch 104;MV3.101 Bus 54;MV3.101 Bus 54_2;LBS;1;NULL;MV3.101_Feeder6;5
MV3.101 Switch 105;MV3.101 Bus 55;MV3.101 Bus 55_2;LBS;1;NULL;MV3.101_Feeder6;5
MV3.101 Switch 106;MV3.101 Bus 56;MV3.101 Bus 56_2;LBS;1;NULL;MV3.101_Feeder6;5
MV3.101 Switch 107;MV3.101 Bus 57;MV3.101 Bus 57_2;LBS;1;NULL;MV3.101_Feeder6;5
MV3.101 Switch 108;MV3.101 busbar2B;MV3.101 busbar2B_2;CB;1;HV1_MV3.101_Substation;MV3.101;5
MV3.101 Switch 109;MV3.101 Bus 59;MV3.101 Bus 59_1;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 110;MV3.101 Bus 60;MV3.101 Bus 60_1;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 111;MV3.101 Bus 61;MV3.101 Bus 61_1;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 112;MV3.101 Bus 62;MV3.101 Bus 62_1;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 113;MV3.101 Bus 63;MV3.101 Bus 63_1;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 114;MV3.101 Bus 64;MV3.101 Bus 64_1;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 115;MV3.101 Bus 65;MV3.101 Bus 65_1;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 116;MV3.101 Bus 66;MV3.101 Bus 66_1;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 117;MV3.101 Bus 67;MV3.101 Bus 67_1;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 118;MV3.101 Bus 68;MV3.101 Bus 68_1;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 119;MV3.101 Bus 69;MV3.101 Bus 69_1;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 120;MV3.101 Bus 70;MV3.101 Bus 70_1;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 121;MV3.101 Bus 71;MV3.101 Bus 71_1;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 122;MV3.101 Bus 72;MV3.101 Bus 72_1;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 123;MV3.101 Bus 73;MV3.101 Bus 73_1;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 124;MV3.101 Bus 74;MV3.101 Bus 74_1;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 125;MV3.101 Bus 75;MV3.101 Bus 75_1;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 126;MV3.101 Bus 76;MV3.101 Bus 76_1;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 127;MV3.101 Bus 59;MV3.101 Bus 59_2;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 128;MV3.101 Bus 60;MV3.101 Bus 60_2;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 129;MV3.101 Bus 61;MV3.101 Bus 61_2;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 130;MV3.101 Bus 62;MV3.101 Bus 62_2;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 131;MV3.101 Bus 63;MV3.101 Bus 63_2;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 132;MV3.101 Bus 64;MV3.101 Bus 64_2;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 133;MV3.101 Bus 65;MV3.101 Bus 65_2;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 134;MV3.101 Bus 66;MV3.101 Bus 66_2;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 135;MV3.101 Bus 67;MV3.101 Bus 67_2;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 136;MV3.101 Bus 68;MV3.101 Bus 68_2;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 137;MV3.101 Bus 69;MV3.101 Bus 69_2;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 138;MV3.101 Bus 70;MV3.101 Bus 70_2;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 139;MV3.101 Bus 71;MV3.101 Bus 71_2;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 140;MV3.101 Bus 72;MV3.101 Bus 72_2;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 141;MV3.101 Bus 73;MV3.101 Bus 73_2;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 142;MV3.101 Bus 74;MV3.101 Bus 74_2;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 143;MV3.101 Bus 75;MV3.101 Bus 75_2;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 Switch 144;MV3.101 busbar2B;MV3.101 busbar2B_3;CB;1;HV1_MV3.101_Substation;MV3.101;5
MV3.101 Switch 145;MV3.101 Bus 77;MV3.101 Bus 77_1;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 146;MV3.101 Bus 78;MV3.101 Bus 78_1;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 147;MV3.101 Bus 79;MV3.101 Bus 79_1;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 148;MV3.101 Bus 80;MV3.101 Bus 80_1;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 149;MV3.101 Bus 81;MV3.101 Bus 81_1;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 150;MV3.101 Bus 82;MV3.101 Bus 82_1;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 151;MV3.101 Bus 83;MV3.101 Bus 83_1;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 152;MV3.101 Bus 84;MV3.101 Bus 84_1;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 153;MV3.101 Bus 85;MV3.101 Bus 85_1;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 154;MV3.101 Bus 86;MV3.101 Bus 86_1;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 155;MV3.101 Bus 87;MV3.101 Bus 87_1;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 156;MV3.101 Bus 88;MV3.101 Bus 88_1;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 157;MV3.101 Bus 89;MV3.101 Bus 89_1;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 158;MV3.101 Bus 90;MV3.101 Bus 90_1;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 159;MV3.101 Bus 91;MV3.101 Bus 91_1;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 160;MV3.101 Bus 92;MV3.101 Bus 92_1;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 161;MV3.101 Bus 93;MV3.101 Bus 93_1;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 162;MV3.101 Bus 77;MV3.101 Bus 77_2;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 163;MV3.101 Bus 78;MV3.101 Bus 78_2;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 164;MV3.101 Bus 79;MV3.101 Bus 79_2;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 165;MV3.101 Bus 80;MV3.101 Bus 80_2;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 166;MV3.101 Bus 81;MV3.101 Bus 81_2;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 167;MV3.101 Bus 82;MV3.101 Bus 82_2;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 168;MV3.101 Bus 83;MV3.101 Bus 83_2;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 169;MV3.101 Bus 84;MV3.101 Bus 84_2;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 170;MV3.101 Bus 85;MV3.101 Bus 85_2;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 171;MV3.101 Bus 86;MV3.101 Bus 86_2;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 172;MV3.101 Bus 87;MV3.101 Bus 87_2;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 173;MV3.101 Bus 88;MV3.101 Bus 88_2;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 174;MV3.101 Bus 89;MV3.101 Bus 89_2;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 175;MV3.101 Bus 90;MV3.101 Bus 90_2;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 176;MV3.101 Bus 91;MV3.101 Bus 91_2;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 177;MV3.101 Bus 92;MV3.101 Bus 92_2;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 Switch 178;MV3.101 busbar2A;MV3.101 busbar2A_1;CB;1;HV1_MV3.101_Substation;MV3.101;5
MV3.101 Switch 179;MV3.101 Bus 94;MV3.101 Bus 94_1;LBS;1;NULL;MV3.101_Feeder9;5
MV3.101 Switch 180;MV3.101 Bus 95;MV3.101 Bus 95_1;LBS;1;NULL;MV3.101_Feeder9;5
MV3.101 Switch 181;MV3.101 Bus 96;MV3.101 Bus 96_1;LBS;1;NULL;MV3.101_Feeder9;5
MV3.101 Switch 182;MV3.101 Bus 97;MV3.101 Bus 97_1;LBS;1;NULL;MV3.101_Feeder9;5
MV3.101 Switch 183;MV3.101 Bus 98;MV3.101 Bus 98_1;LBS;1;NULL;MV3.101_Feeder9;5
MV3.101 Switch 184;MV3.101 Bus 99;MV3.101 Bus 99_1;LBS;1;NULL;MV3.101_Feeder9;5
MV3.101 Switch 185;MV3.101 Bus 100;MV3.101 Bus 100_1;LBS;1;NULL;MV3.101_Feeder9;5
MV3.101 Switch 186;MV3.101 Bus 101;MV3.101 Bus 101_1;LBS;1;NULL;MV3.101_Feeder9;5
MV3.101 Switch 187;MV3.101 Bus 102;MV3.101 Bus 102_1;LBS;1;NULL;MV3.101_Feeder9;5
MV3.101 Switch 188;MV3.101 Bus 103;MV3.101 Bus 103_1;LBS;1;NULL;MV3.101_Feeder9;5
MV3.101 Switch 189;MV3.101 Bus 104;MV3.101 Bus 104_1;LBS;1;NULL;MV3.101_Feeder9;5
MV3.101 Switch 190;MV3.101 Bus 94;MV3.101 Bus 94_2;LBS;1;NULL;MV3.101_Feeder9;5
MV3.101 Switch 191;MV3.101 Bus 95;MV3.101 Bus 95_2;LBS;1;NULL;MV3.101_Feeder9;5
MV3.101 Switch 192;MV3.101 Bus 96;MV3.101 Bus 96_2;LBS;1;NULL;MV3.101_Feeder9;5
MV3.101 Switch 193;MV3.101 Bus 97;MV3.101 Bus 97_2;LBS;1;NULL;MV3.101_Feeder9;5
MV3.101 Switch 194;MV3.101 Bus 98;MV3.101 Bus 98_2;LBS;1;NULL;MV3.101_Feeder9;5
MV3.101 Switch 195;MV3.101 Bus 99;MV3.101 Bus 99_2;LBS;1;NULL;MV3.101_Feeder9;5
MV3.101 Switch 196;MV3.101 Bus 100;MV3.101 Bus 100_2;LBS;1;NULL;MV3.101_Feeder9;5
MV3.101 Switch 197;MV3.101 Bus 101;MV3.101 Bus 101_2;LBS;1;NULL;MV3.101_Feeder9;5
MV3.101 Switch 198;MV3.101 Bus 102;MV3.101 Bus 102_2;LBS;1;NULL;MV3.101_Feeder9;5
MV3.101 Switch 199;MV3.101 Bus 103;MV3.101 Bus 103_2;LBS;1;NULL;MV3.101_Feeder9;5
MV3.101 Switch 200;MV3.101 busbar2A;MV3.101 busbar2A_2;CB;1;HV1_MV3.101_Substation;MV3.101;5
MV3.101 Switch 201;MV3.101 Bus 105;MV3.101 Bus 105_1;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 202;MV3.101 Bus 106;MV3.101 Bus 106_1;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 203;MV3.101 Bus 107;MV3.101 Bus 107_1;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 204;MV3.101 Bus 108;MV3.101 Bus 108_1;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 205;MV3.101 Bus 109;MV3.101 Bus 109_1;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 206;MV3.101 Bus 110;MV3.101 Bus 110_1;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 207;MV3.101 Bus 111;MV3.101 Bus 111_1;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 208;MV3.101 Bus 112;MV3.101 Bus 112_1;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 209;MV3.101 Bus 113;MV3.101 Bus 113_1;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 210;MV3.101 Bus 114;MV3.101 Bus 114_1;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 211;MV3.101 Bus 115;MV3.101 Bus 115_1;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 212;MV3.101 Bus 116;MV3.101 Bus 116_1;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 213;MV3.101 Bus 117;MV3.101 Bus 117_1;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 214;MV3.101 Bus 118;MV3.101 Bus 118_1;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 215;MV3.101 Bus 105;MV3.101 Bus 105_2;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 216;MV3.101 Bus 106;MV3.101 Bus 106_2;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 217;MV3.101 Bus 107;MV3.101 Bus 107_2;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 218;MV3.101 Bus 108;MV3.101 Bus 108_2;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 219;MV3.101 Bus 109;MV3.101 Bus 109_2;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 220;MV3.101 Bus 110;MV3.101 Bus 110_2;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 221;MV3.101 Bus 111;MV3.101 Bus 111_2;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 222;MV3.101 Bus 112;MV3.101 Bus 112_2;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 223;MV3.101 Bus 113;MV3.101 Bus 113_2;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 224;MV3.101 Bus 114;MV3.101 Bus 114_2;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 225;MV3.101 Bus 115;MV3.101 Bus 115_2;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 226;MV3.101 Bus 116;MV3.101 Bus 116_2;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 227;MV3.101 Bus 117;MV3.101 Bus 117_2;LBS;1;NULL;MV3.101_Feeder10;5
MV3.101 Switch 228;MV3.101 BS busbar1A;MV3.101 BS busbar1A_1;CB;1;HV1_MV3.101_Substation;MV3.101;5
MV3.101 Switch 229;MV3.101 Bus 119;MV3.101 Bus 119_1;LBS;1;NULL;MV3.101_Feeder11;5
MV3.101 Switch 230;MV3.101 Bus 120;MV3.101 Bus 120_1;LBS;1;NULL;MV3.101_Feeder11;5
MV3.101 Switch 231;MV3.101 Bus 121;MV3.101 Bus 121_1;LBS;1;NULL;MV3.101_Feeder11;5
MV3.101 Switch 232;MV3.101 Bus 122;MV3.101 Bus 122_1;LBS;1;NULL;MV3.101_Feeder11;5
MV3.101 Switch 233;MV3.101 Bus 123;MV3.101 Bus 123_1;LBS;1;NULL;MV3.101_Feeder11;5
MV3.101 Switch 234;MV3.101 Bus 124;MV3.101 Bus 124_1;LBS;1;NULL;MV3.101_Feeder11;5
MV3.101 Switch 235;MV3.101 Bus 119;MV3.101 Bus 119_2;LBS;1;NULL;MV3.101_Feeder11;5
MV3.101 Switch 236;MV3.101 Bus 120;MV3.101 Bus 120_2;LBS;1;NULL;MV3.101_Feeder11;5
MV3.101 Switch 237;MV3.101 Bus 121;MV3.101 Bus 121_2;LBS;1;NULL;MV3.101_Feeder11;5
MV3.101 Switch 238;MV3.101 Bus 122;MV3.101 Bus 122_2;LBS;1;NULL;MV3.101_Feeder11;5
MV3.101 Switch 239;MV3.101 Bus 123;MV3.101 Bus 123_2;LBS;1;NULL;MV3.101_Feeder11;5
MV3.101 Switch 240;MV3.101 BS busbar1A;MV3.101 BS busbar1A_2;CB;1;HV1_MV3.101_Substation;MV3.101;5
MV3.101 Switch 241;MV3.101 Bus 125;MV3.101 Bus 125_1;LBS;1;NULL;MV3.101_Feeder12;5
MV3.101 Switch 242;MV3.101 Bus 126;MV3.101 Bus 126_1;LBS;1;NULL;MV3.101_Feeder12;5
MV3.101 Switch 243;MV3.101 Bus 127;MV3.101 Bus 127_1;LBS;1;NULL;MV3.101_Feeder12;5
MV3.101 Switch 244;MV3.101 Bus 128;MV3.101 Bus 128_1;LBS;1;NULL;MV3.101_Feeder12;5
MV3.101 Switch 245;MV3.101 Bus 129;MV3.101 Bus 129_1;LBS;1;NULL;MV3.101_Feeder12;5
MV3.101 Switch 246;MV3.101 Bus 125;MV3.101 Bus 125_2;LBS;1;NULL;MV3.101_Feeder12;5
MV3.101 Switch 247;MV3.101 Bus 126;MV3.101 Bus 126_2;LBS;1;NULL;MV3.101_Feeder12;5
MV3.101 Switch 248;MV3.101 Bus 127;MV3.101 Bus 127_2;LBS;1;NULL;MV3.101_Feeder12;5
MV3.101 Switch 249;MV3.101 Bus 128;MV3.101 Bus 128_2;LBS;1;NULL;MV3.101_Feeder12;5
MV3.101 Switch 250;MV3.101 BS busbar1C;MV3.101 BS busbar1C_1;CB;1;HV1_MV3.101_Substation;MV3.101;5
MV3.101 Switch 251;MV3.101 Bus 130;MV3.101 Bus 130_1;LBS;1;NULL;MV3.101_Feeder13;5
MV3.101 Switch 252;MV3.101 Bus 131;MV3.101 Bus 131_1;LBS;1;NULL;MV3.101_Feeder13;5
MV3.101 Switch 253;MV3.101 Bus 132;MV3.101 Bus 132_1;LBS;1;NULL;MV3.101_Feeder13;5
