id;nodeA;nodeB;type;length;loadingMax;subnet;voltLvl
MV3.101 Line 71;MV3.101 Bus 80_2;MV3.101 Bus 81_1;NA2XS2Y 1x400 RM/25 6/10 kV;0.08;100;MV3.101_Feeder8;5
MV3.101 Line 72;MV3.101 Bus 81_2;MV3.101 Bus 82_1;NA2XS2Y 1x400 RM/25 6/10 kV;0.16;100;MV3.101_Feeder8;5
MV3.101 Line 73;MV3.101 Bus 82_2;MV3.101 Bus 83_1;NA2XS2Y 1x400 RM/25 6/10 kV;0.34;100;MV3.101_Feeder8;5
MV3.101 Line 74;MV3.101 Bus 83_2;MV3.101 Bus 84_1;NA2XS2Y 1x400 RM/25 6/10 kV;0.4;100;MV3.101_Feeder8;5
MV3.101 Line 75;MV3.101 Bus 84_2;MV3.101 Bus 85_1;NA2XS2Y 1x400 RM/25 6/10 kV;0.19;100;MV3.101_Feeder8;5
MV3.101 Line 76;MV3.101 Bus 85_2;MV3.101 Bus 86_1;NA2XS2Y 1x400 RM/25 6/10 kV;0.13;100;MV3.101_Feeder8;5
MV3.101 Line 77;MV3.101 Bus 86_2;MV3.101 Bus 87_1;NA2XS2Y 1x240 RM/25 6/10 kV;0.3;100;MV3.101_Feeder8;5
MV3.101 Line 78;MV3.101 Bus 87_2;MV3.101 Bus 88_1;NA2XS2Y 1x240 RM/25 6/10 kV;0.13;100;MV3.101_Feeder8;5
MV3.101 Line 79;MV3.101 Bus 88_2;MV3.101 Bus 89_1;NA2XS2Y 1x240 RM/25 6/10 kV;0.26;100;MV3.101_Feeder8;5
MV3.101 Line 80;MV3.101 Bus 89_2;MV3.101 Bus 90_1;NA2XS2Y 1x240 RM/25 6/10 kV;0.35;100;MV3.101_Feeder8;5
MV3.101 Line 81;MV3.101 Bus 90_2;MV3.101 Bus 91_1;NA2XS2Y 1x240 RM/25 6/10 kV;0.39;100;MV3.101_Feeder8;5
MV3.101 Line 82;MV3.101 Bus 91_2;MV3.101 Bus 92_1;NA2XS2Y 1x240 RM/25 6/10 kV;0.32;100;MV3.101_Feeder8;5
MV3.101 Line 83;MV3.101 Bus 92_2;MV3.101 Bus 93_1;NA2XS2Y 1x240 RM/25 6/10 kV;0.43;100;MV3.101_Feeder8;5
MV3.101 Line 84;MV3.101 busbar2A_1;MV3.101 Bus 94_1;NA2XS2Y 1x300 RM/25 6/10 kV;0.38;100;MV3.101_Feeder9;5
MV3.101 Line 85;MV3.101 Bus 94_2;MV3.101 Bus 95_1;NA2XS2Y 1x300 RM/25 6/10 kV;0.23;100;MV3.101_Feeder9;5
MV3.101 Line 86;MV3.101 Bus 95_2;MV3.101 Bus 96_1;NA2XS2Y 1x300 RM/25 6/10 kV;0.14;100;MV3.101_Feeder9;5
MV3.101 Line 87;MV3.101 Bus 96_2;MV3.101 Bus 97_1;NA2XS2Y 1x300 RM/25 6/10 kV;0.28;100;MV3.101_Feeder9;5
MV3.101 Line 88;MV3.101 Bus 97_2;MV3.101 Bus 98_1;NA2XS2Y 1x240 RM/25 6/10 kV;0.16;100;MV3.101_Feeder9;5
MV3.101 Line 89;MV3.101 Bus 98_2;MV3.101 Bus 99_1;NA2XS2Y 1x240 RM/25 6/10 kV;0.42;100;MV3.101_Feeder9;5
MV3.101 Line 90;MV3.101 Bus 99_2;MV3.101 Bus 100_1;NA2XS2Y 1x240 RM/25 6/10 kV;0.26;100;MV3.101_Feeder9;5
MV3.101 Line 91;MV3.101 Bus 100_2;MV3.101 Bus 101_1;NA2XS2Y 1x240 RM/25 6/10 kV;0.21;100;MV3.101_Feeder9;5
MV3.101 Line 92;MV3.101 Bus 101_2;MV3.101 Bus 102_1;NA2XS2Y 1x240 RM/25 6/10 kV;0.38;100;MV3.101_Feeder9;5
MV3.101 Line 93;MV3.101 Bus 102_2;MV3.101 Bus 103_1;NA2XS2Y 1x240 RM/25 6/10 kV;0.26;100;MV3.101_Feeder9;5
MV3.101 Line 94;MV3.101 Bus 103_2;MV3.101 Bus 104_1;NA2XS2Y 1x240 RM/25 6/10 kV;0.25;100;MV3.101_Feeder9;5
MV3.101 Line 95;MV3.101 busbar2A_2;MV3.101 Bus 105_1;NA2XS2Y 1x400 RM/25 6/10 kV;0.3;100;MV3.101_Feeder10;5
MV3.101 Line 96;MV3.101 Bus 105_2;MV3.101 Bus 106_1;NA2XS2Y 1x400 RM/25 6/10 kV;0.27;100;MV3.101_Feeder10;5
MV3.101 Line 97;MV3.101 Bus 106_2;MV3.101 Bus 107_1;NA2XS2Y 1x400 RM/25 6/10 kV;0.38;100;MV3.101_Feeder10;5
MV3.101 Line 98;MV3.101 Bus 107_2;MV3.101 Bus 108_1;NA2XS2Y 1x400 RM/25 6/10 kV;0.27;100;MV3.101_Feeder10;5
MV3.101 Line 99;MV3.101 Bus 108_2;MV3.101 Bus 109_1;NA2XS2Y 1x240 RM/25 6/10 kV;0.12;100;MV3.101_Feeder10;5
MV3.101 Line 100;MV3.101 Bus 109_2;MV3.101 Bus 110_1;NA2XS2Y 1x240 RM/25 6/10 kV;0.26;100;MV3.101_Feeder10;5
MV3.101 Line 101;MV3.101 Bus 110_2;MV3.101 Bus 111_1;NA2XS2Y 1x240 RM/25 6/10 kV;0.28;100;MV3.101_Feeder10;5
MV3.101 Line 102;MV3.101 Bus 111_2;MV3.101 Bus 112_1;NA2XS2Y 1x240 RM/25 6/10 kV;0.42;100;MV3.101_Feeder10;5
MV3.101 Line 103;MV3.101 Bus 112_2;MV3.101 Bus 113_1;NA2XS2Y 1x240 RM/25 6/10 kV;0.18;100;MV3.101_Feeder10;5
MV3.101 Line 104;MV3.101 Bus 113_2;MV3.101 Bus 114_1;NA2XS2Y 1x240 RM/25 6/10 kV;0.41;100;MV3.101_Feeder10;5
MV3.101 Line 105;MV3.101 Bus 114_2;MV3.101 Bus 115_1;NA2XS2Y 1x240 RM/25 6/10 kV;0.23;100;MV3.101_Feeder10;5
MV3.101 Line 106;MV3.101 Bus 115_2;MV3.101 Bus 116_1;NA2XS2Y 1x240 RM/25 6/10 kV;0.3;100;MV3.101_Feeder10;5
MV3.101 Line 107;MV3.101 Bus 116_2;MV3.101 Bus 117_1;NA2XS2Y 1x240 RM/25 6/10 kV;0.14;100;MV3.101_Feeder10;5
MV3.101 Line 108;MV3.101 Bus 117_2;MV3.101 Bus 118_1;NA2XS2Y 1x240 RM/25 6/10 kV;0.17;100;MV3.101_Feeder10;5
MV3.101 Line 109;MV3.101 BS busbar1A_1;MV3.101 Bus 119_1;NA2XS2Y 1x185 RM/25 6/10 kV;0.4;100;MV3.101_Feeder11;5
MV3.101 Line 110;MV3.101 Bus 119_2;MV3.101 Bus 120_1;NA2XS2Y 1x185 RM/25 6/10 kV;0.22;100;MV3.101_Feeder11;5
MV3.101 Line 111;MV3.101 Bus 120_2;MV3.101 Bus 121_1;NA2XS2Y 1x150 RM/25 6/10 kV;0.1;100;MV3.101_Feeder11;5
MV3.101 Line 112;MV3.101 Bus 121_2;MV3.101 Bus 122_1;NA2XS2Y 1x150 RM/25 6/10 kV;0.27;100;MV3.101_Feeder11;5
MV3.101 Line 113;MV3.101 Bus 122_2;MV3.101 Bus 123_1;NA2XS2Y 1x150 RM/25 6/10 kV;0.08;100;MV3.101_Feeder11;5
MV3.101 Line 114;MV3.101 Bus 123_2;MV3.101 Bus 124_1;NA2XS2Y 1x150 RM/25 6/10 kV;0.16;100;MV3.101_Feeder11;5
MV3.101 Line 115;MV3.101 BS busbar1A_2;MV3.101 Bus 125_1;NA2XS2Y 1x185 RM/25 6/10 kV;0.16;100;MV3.101_Feeder12;5
MV3.101 Line 116;MV3.101 Bus 125_2;MV3.101 Bus 126_1;NA2XS2Y 1x185 RM/25 6/10 kV;0.15;100;MV3.101_Feeder12;5
MV3.101 Line 117;MV3.101 Bus 126_2;MV3.101 Bus 127_1;NA2XS2Y 1x150 RM/25 6/10 kV;0.2;100;MV3.101_Feeder12;5
MV3.101 Line 118;MV3.101 Bus 127_2;MV3.101 Bus 128_1;NA2XS2Y 1x150 RM/25 6/10 kV;0.28;100;MV3.101_Feeder12;5
MV3.101 Line 119;MV3.101 Bus 128_2;MV3.101 Bus 129_1;NA2XS2Y 1x150 RM/25 6/10 kV;0.16;100;MV3.101_Feeder12;5
MV3.101 Line 120;MV3.101 BS busbar1C_1;MV3.101 Bus 130_1;NA2XS2Y 1x185 RM/25 6/10 kV;0.18;100;MV3.101_Feeder13;5
MV3.101 Line 121;MV3.101 Bus 130_2;MV3.101 Bus 131_1;NA2XS2Y 1x185 RM/25 6/10 kV;0.3;100;MV3.101_Feeder13;5
MV3.101 Line 122;MV3.101 Bus 131_2;MV3.101 Bus 132_1;NA2XS2Y 1x150 RM/25 6/10 kV;0.16;100;MV3.101_Feeder13;5
MV3.101 Line 123;MV3.101 Bus 132_2;MV3.101 Bus 133_1;NA2XS2Y 1x150 RM/25 6/10 kV;0.42;100;MV3.101_Feeder13;5
MV3.101 Line 124;MV3.101 Bus 133_2;MV3.101 Bus 134_1;NA2XS2Y 1x150 RM/25 6/10 kV;0.23;100;MV3.101_Feeder13;5
MV3.101 Line 125;MV3.101 Bus 134_2;MV3.101 Bus 135_1;NA2XS2Y 1x150 RM/25 6/10 kV;0.13;100;MV3.101_Feeder13;5
MV3.101 Line 126;MV3.101 BS busbar1C_2;MV3.101 Bus 136_1;NA2XS2Y 1x185 RM/25 6/10 kV;0.08;100;MV3.101_Feeder14;5
MV3.101 Line 127;MV3.101 Bus 136_2;MV3.101 Bus 137_1;NA2XS2Y 1x185 RM/25 6/10 kV;0.1;100;MV3.101_Feeder14;5
MV3.101 Line 128;MV3.101 Bus 137_2;MV3.101 Bus 138_1;NA2XS2Y 1x185 RM/25 6/10 kV;0.1;100;MV3.101_Feeder14;5
MV3.101 Line 129;MV3.101 Bus 138_2;MV3.101 Bus 139_1;NA2XS2Y 1x185 RM/25 6/10 kV;0.35;100;MV3.101_Feeder14;5
MV3.101 Line 130;MV3.101 Bus 139_2;MV3.101 Bus 140_1;NA2XS2Y 1x185 RM/25 6/10 kV;0.09;100;MV3.101_Feeder14;5
MV3.101 Line 131;MV3.101 Bus 140_2;MV3.101 Bus 141_1;NA2XS2Y 1x185 RM/25 6/10 kV;0.31;100;MV3.101_Feeder14;5
MV3.101 Line 132;MV3.101 Bus 141_2;MV3.101 Bus 142_1;NA2XS2Y 1x185 RM/25 6/10 kV;0.09;100;MV3.101_Feeder14;5
MV3.101 Line 133;MV3.101 Bus 142_2;MV3.101 Bus 143_1;NA2XS2Y 1x185 RM/25 6/10 kV;0.31;100;MV3.101_Feeder14;5
MV3.101 loop_line 1;MV3.101 Bus 35_2;MV3.101 Bus 18_2;NA2XS2Y 1x185 RM/25 6/10 kV;0.6;100;MV3.101_Loop_Line;5
MV3.101 loop_line 2;MV3.101 Bus 58_2;MV3.101 Bus 50_2;NA2XS2Y 1x240 RM/25 6/10 kV;0.65;100;MV3.101_Loop_Line;5
MV3.101 loop_line 3;MV3.101 Bus 76_2;MV3.101 Bus 104_2;NA2XS2Y 1x240 RM/25 6/10 kV;0.25;100;MV3.101_Loop_Line;5
MV3.101 loop_line 4;MV3.101 Bus 93_2;MV3.101 Bus 118_2;NA2XS2Y 1x240 RM/25 6/10 kV;0.51;100;MV3.101_Loop_Line;5
MV3.101 loop_line 5;MV3.101 Bus 124_2;MV3.101 Bus 143_2;NA2XS2Y 1x240 RM/25 6/10 kV;0.54;100;MV3.101_Loop_Line;5
MV3.101 loop_line 6;MV3.101 Bus 129_2;MV3.101 Bus 135_2;NA2XS2Y 1x185 RM/25 6/10 kV;0.32;100;MV3.101_Loop_Line;5
MV3.101 loop_line 7;MV3.101 Bus 21_2;MV3.101 Bus 114_3;NA2XS2Y 1x240 RM/25 6/10 kV;0.39;100;MV3.101_Loop_Line;5
MV3.101 loop_line 8;MV3.101 Bus 36_3;MV3.101 Bus 40_2;NA2XS2Y 1x240 RM/25 6/10 kV;0.33;100;MV3.101_Loop_Line;5
MV3.101 loop_line 9;MV3.101 Bus 54_3;MV3.101 Bus 68_3;NA2XS2Y 1x300 RM/25 6/10 kV;0.69;100;MV3.101_Loop_Line;5
MV3.101 loop_line 10;MV3.101 Bus 85_3;MV3.101 Bus 110_3;NA2XS2Y 1x240 RM/25 6/10 kV;0.29;100;MV3.101_Loop_Line;5
MV3.101 loop_line 11;MV3.101 Bus 67_3;MV3.101 Bus 75_3;NA2XS2Y 1x400 RM/25 6/10 kV;0.34;100;MV3.101_Loop_Line;5
MV3.101 BS-Feeder3_line;MV3.101 Bus 25_2;MV3.101 BS busbar1A_3;NA2XS2Y 1x400 RM/25 6/10 kV;0.2;100;MV3.101_BS_Line;5
MV3.101 BS-Feeder4_line;MV3.101 Bus 40_3;MV3.101 BS busbar1C_3;NA2XS2Y 1x400 RM/25 6/10 kV;0.3;100;MV3.101_BS_Line;5
MV3.101 Reserve line;MV3.101 busbar1A_3;MV3.101 BS busbar1B_1;NA2XS2Y 1x240 RM/25 6/10 kV;0.93;100;MV3.101_BS_Line;5
