id;type;vmSetp;vaSetp;vmR;vmMin;vmMax;substation;coordID;subnet;voltLvl
MV3.101 Bus 128;busbar;NULL;NULL;10;0.965;1.055;NULL;coord_364;MV3.101_LV5.348_Feeder12;5
MV3.101 Bus 129;busbar;NULL;NULL;10;0.965;1.055;NULL;coord_365;MV3.101_LV4.335_Feeder12;5
MV3.101 Bus 130;busbar;NULL;NULL;10;0.965;1.055;NULL;coord_366;MV3.101_LV5.349_Feeder13;5
MV3.101 Bus 131;busbar;NULL;NULL;10;0.965;1.055;NULL;coord_367;MV3.101_LV4.336_Feeder13;5
MV3.101 Bus 132;busbar;NULL;NULL;10;0.965;1.055;NULL;coord_368;MV3.101_LV3.305_Feeder13;5
MV3.101 Bus 133;busbar;NULL;NULL;10;0.965;1.055;NULL;coord_369;MV3.101_LV4.337_Feeder13;5
MV3.101 Bus 134;busbar;NULL;NULL;10;0.965;1.055;NULL;coord_370;MV3.101_LV3.306_Feeder13;5
MV3.101 Bus 135;busbar;NULL;NULL;10;0.965;1.055;NULL;coord_371;MV3.101_LV5.350_Feeder13;5
MV3.101 Bus 136;busbar;NULL;NULL;10;0.965;1.055;NULL;coord_372;MV3.101_LV4.338_Feeder14;5
MV3.101 Bus 137;busbar;NULL;NULL;10;0.965;1.055;NULL;coord_373;MV3.101_LV4.339_Feeder14;5
MV3.101 Bus 138;busbar;NULL;NULL;10;0.965;1.055;NULL;coord_374;MV3.101_LV3.307_Feeder14;5
MV3.101 Bus 139;busbar;NULL;NULL;10;0.965;1.055;NULL;coord_375;MV3.101_LV4.340_Feeder14;5
MV3.101 Bus 140;busbar;NULL;NULL;10;0.965;1.055;NULL;coord_376;MV3.101_LV4.341_Feeder14;5
MV3.101 Bus 141;busbar;NULL;NULL;10;0.965;1.055;NULL;coord_377;MV3.101_LV3.308_Feeder14;5
MV3.101 Bus 142;busbar;NULL;NULL;10;0.965;1.055;NULL;coord_378;MV3.101_LV4.342_Feeder14;5
MV3.101 Bus 143;busbar;NULL;NULL;10;0.965;1.055;NULL;coord_379;MV3.101_LV3.309_Feeder14;5
MV3.101 Bus 19_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_380;LV5.303;5
LV5.303 Bus 27_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_0;LV5.303;7
LV5.303 Bus 27_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_0;LV5.303;7
LV5.303 Bus 82_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_1;LV5.303;7
LV5.303 Bus 82_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_1;LV5.303;7
LV5.303 Bus 19_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_2;LV5.303;7
LV5.303 Bus 19_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_2;LV5.303;7
LV5.303 Bus 19_3;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_2;LV5.303;7
LV5.303 Bus 19_4;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_2;LV5.303;7
LV5.303 Bus 5_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_3;LV5.303;7
LV5.303 Bus 5_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_3;LV5.303;7
LV5.303 Bus 86_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_4;LV5.303;7
LV5.303 Bus 86_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_4;LV5.303;7
LV5.303 Bus 45_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_5;LV5.303;7
LV5.303 Bus 31_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_6;LV5.303;7
LV5.303 Bus 31_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_6;LV5.303;7
LV5.303 Bus 81_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_7;LV5.303;7
LV5.303 Bus 81_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_7;LV5.303;7
LV5.303 Bus 62_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_8;LV5.303;7
LV5.303 Bus 71_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_9;LV5.303;7
LV5.303 Bus 71_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_9;LV5.303;7
LV5.303 Bus 76_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_10;LV5.303;7
LV5.303 Bus 76_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_10;LV5.303;7
LV5.303 Bus 76_3;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_10;LV5.303;7
LV5.303 Bus 70_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_11;LV5.303;7
LV5.303 Bus 70_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_11;LV5.303;7
LV5.303 Bus 101_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_12;LV5.303;7
LV5.303 Bus 101_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_12;LV5.303;7
LV5.303 Bus 32_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_13;LV5.303;7
LV5.303 Bus 32_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_13;LV5.303;7
LV5.303 Bus 30_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_14;LV5.303;7
LV5.303 Bus 30_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_14;LV5.303;7
LV5.303 Bus 4_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_15;LV5.303;7
LV5.303 Bus 4_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_15;LV5.303;7
LV5.303 Bus 61_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_16;LV5.303;7
LV5.303 Bus 61_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_16;LV5.303;7
LV5.303 Bus 16_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_17;LV5.303;7
LV5.303 Bus 16_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_17;LV5.303;7
LV5.303 Bus 36_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_18;LV5.303;7
LV5.303 Bus 36_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_18;LV5.303;7
LV5.303 Bus 40_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_19;LV5.303;7
LV5.303 Bus 40_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_19;LV5.303;7
LV5.303 Bus 79_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_20;LV5.303;7
LV5.303 Bus 79_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_20;LV5.303;7
LV5.303 Bus 100_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_21;LV5.303;7
LV5.303 Bus 100_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_21;LV5.303;7
LV5.303 Bus 1_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_22;LV5.303;7
LV5.303 Bus 1_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_22;LV5.303;7
LV5.303 Bus 49_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_23;LV5.303;7
LV5.303 Bus 49_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_23;LV5.303;7
LV5.303 Bus 57_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_24;LV5.303;7
LV5.303 Bus 57_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_24;LV5.303;7
LV5.303 Bus 59_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_25;LV5.303;7
LV5.303 Bus 59_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_25;LV5.303;7
LV5.303 Bus 26_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_26;LV5.303;7
LV5.303 Bus 26_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_26;LV5.303;7
LV5.303 Bus 42_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_27;LV5.303;7
LV5.303 Bus 42_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_27;LV5.303;7
LV5.303 Bus 15_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_28;LV5.303;7
LV5.303 Bus 15_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_28;LV5.303;7
LV5.303 Bus 64_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_29;LV5.303;7
LV5.303 Bus 64_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_29;LV5.303;7
LV5.303 Bus 11_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_30;LV5.303;7
LV5.303 Bus 11_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_30;LV5.303;7
LV5.303 Bus 102_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_31;LV5.303;7
LV5.303 Bus 102_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_31;LV5.303;7
LV5.303 Bus 75_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_32;LV5.303;7
LV5.303 Bus 75_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_32;LV5.303;7
LV5.303 Bus 18_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_33;LV5.303;7
LV5.303 Bus 18_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_33;LV5.303;7
LV5.303 Bus 20_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_34;LV5.303;7
LV5.303 Bus 7_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_35;LV5.303;7
LV5.303 Bus 7_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_35;LV5.303;7
LV5.303 Bus 33_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_36;LV5.303;7
LV5.303 Bus 33_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_36;LV5.303;7
LV5.303 Bus 98_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_37;LV5.303;7
LV5.303 Bus 98_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_37;LV5.303;7
LV5.303 Bus 35_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_38;LV5.303;7
LV5.303 Bus 23_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_39;LV5.303;7
LV5.303 Bus 23_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_39;LV5.303;7
LV5.303 Bus 56_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_40;LV5.303;7
LV5.303 Bus 56_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_40;LV5.303;7
LV5.303 Bus 8_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_41;LV5.303;7
LV5.303 Bus 8_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_41;LV5.303;7
LV5.303 Bus 29_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_42;LV5.303;7
LV5.303 Bus 29_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_42;LV5.303;7
LV5.303 Bus 95_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_43;LV5.303;7
LV5.303 Bus 95_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_43;LV5.303;7
LV5.303 Bus 85_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_44;LV5.303;7
LV5.303 Bus 85_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_44;LV5.303;7
LV5.303 Bus 105_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_45;LV5.303;7
LV5.303 Bus 105_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_45;LV5.303;7
LV5.303 Bus 93_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_46;LV5.303;7
LV5.303 Bus 93_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_46;LV5.303;7
LV5.303 Bus 66_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_47;LV5.303;7
LV5.303 Bus 72_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_48;LV5.303;7
LV5.303 Bus 72_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_48;LV5.303;7
LV5.303 Bus 72_3;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_48;LV5.303;7
LV5.303 Bus 25_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_49;LV5.303;7
LV5.303 Bus 25_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_49;LV5.303;7
LV5.303 Bus 13_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_50;LV5.303;7
LV5.303 Bus 13_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_50;LV5.303;7
LV5.303 Bus 94_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_51;LV5.303;7
LV5.303 Bus 87_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_52;LV5.303;7
LV5.303 Bus 87_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_52;LV5.303;7
LV5.303 Bus 10_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_53;LV5.303;7
LV5.303 Bus 10_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_53;LV5.303;7
LV5.303 Bus 50_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_54;LV5.303;7
LV5.303 Bus 50_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_54;LV5.303;7
LV5.303 Bus 44_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_55;LV5.303;7
LV5.303 Bus 44_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_55;LV5.303;7
LV5.303 Bus 21_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_56;LV5.303;7
LV5.303 Bus 21_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_56;LV5.303;7
LV5.303 Bus 90_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_57;LV5.303;7
LV5.303 Bus 90_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_57;LV5.303;7
LV5.303 Bus 51_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_58;LV5.303;7
LV5.303 Bus 51_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_58;LV5.303;7
LV5.303 Bus 22_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_59;LV5.303;7
LV5.303 Bus 22_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_59;LV5.303;7
LV5.303 Bus 24_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_60;LV5.303;7
LV5.303 Bus 24_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_60;LV5.303;7
LV5.303 Bus 34_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_61;LV5.303;7
LV5.303 Bus 34_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_61;LV5.303;7
LV5.303 Bus 104_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_62;LV5.303;7
LV5.303 Bus 104_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_62;LV5.303;7
LV5.303 Bus 54_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_63;LV5.303;7
LV5.303 Bus 54_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_63;LV5.303;7
LV5.303 Bus 38_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_64;LV5.303;7
LV5.303 Bus 38_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_64;LV5.303;7
LV5.303 Bus 69_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_65;LV5.303;7
LV5.303 Bus 69_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_65;LV5.303;7
LV5.303 Bus 14_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_66;LV5.303;7
LV5.303 Bus 14_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_66;LV5.303;7
LV5.303 Bus 17_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_67;LV5.303;7
LV5.303 Bus 17_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_67;LV5.303;7
LV5.303 Bus 63_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_68;LV5.303;7
LV5.303 Bus 63_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_68;LV5.303;7
LV5.303 Bus 97_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_69;LV5.303;7
LV5.303 Bus 97_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_69;LV5.303;7
LV5.303 Bus 65_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_70;LV5.303;7
LV5.303 Bus 37_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_71;LV5.303;7
LV5.303 Bus 37_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_71;LV5.303;7
LV5.303 Bus 6_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_72;LV5.303;7
LV5.303 Bus 6_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_72;LV5.303;7
LV5.303 Bus 103_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_73;LV5.303;7
LV5.303 Bus 84_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_74;LV5.303;7
LV5.303 Bus 84_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_74;LV5.303;7
LV5.303 Bus 47_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_75;LV5.303;7
LV5.303 Bus 47_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_75;LV5.303;7
LV5.303 Bus 48_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_76;LV5.303;7
LV5.303 Bus 48_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_76;LV5.303;7
LV5.303 Bus 67_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_77;LV5.303;7
LV5.303 Bus 77_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_78;LV5.303;7
LV5.303 Bus 77_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_78;LV5.303;7
LV5.303 Bus 77_3;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_78;LV5.303;7
LV5.303 Bus 77_4;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_78;LV5.303;7
LV5.303 Bus 96_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_79;LV5.303;7
LV5.303 Bus 96_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_79;LV5.303;7
LV5.303 Bus 52_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_80;LV5.303;7
LV5.303 Bus 52_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_80;LV5.303;7
LV5.303 Bus 99_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_81;LV5.303;7
LV5.303 Bus 99_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_81;LV5.303;7
LV5.303 Bus 28_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_82;LV5.303;7
LV5.303 Bus 28_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_82;LV5.303;7
LV5.303 Bus 58_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_83;LV5.303;7
LV5.303 Bus 58_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_83;LV5.303;7
LV5.303 Bus 88_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_84;LV5.303;7
LV5.303 Bus 88_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_84;LV5.303;7
LV5.303 Bus 53_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_85;LV5.303;7
LV5.303 Bus 53_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_85;LV5.303;7
LV5.303 Bus 92_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_86;LV5.303;7
LV5.303 Bus 92_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_86;LV5.303;7
LV5.303 Bus 74_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_87;LV5.303;7
LV5.303 Bus 74_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_87;LV5.303;7
LV5.303 Bus 74_3;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_87;LV5.303;7
LV5.303 Bus 74_4;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_87;LV5.303;7
LV5.303 Bus 55_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_88;LV5.303;7
LV5.303 Bus 55_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_88;LV5.303;7
LV5.303 Bus 3_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_89;LV5.303;7
LV5.303 Bus 3_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_89;LV5.303;7
LV5.303 Bus 60_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_90;LV5.303;7
LV5.303 Bus 91_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_91;LV5.303;7
LV5.303 Bus 91_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_91;LV5.303;7
LV5.303 Bus 2_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_92;LV5.303;7
LV5.303 Bus 2_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_92;LV5.303;7
LV5.303 Bus 80_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_93;LV5.303;7
LV5.303 Bus 9_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_94;LV5.303;7
LV5.303 Bus 9_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_94;LV5.303;7
LV5.303 Bus 39_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_95;LV5.303;7
LV5.303 Bus 39_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_95;LV5.303;7
LV5.303 Bus 46_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_96;LV5.303;7
LV5.303 Bus 46_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_96;LV5.303;7
LV5.303 Bus 89_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_97;LV5.303;7
LV5.303 Bus 73_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_98;LV5.303;7
LV5.303 Bus 73_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_98;LV5.303;7
LV5.303 Bus 73_3;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_98;LV5.303;7
LV5.303 Bus 73_4;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_98;LV5.303;7
LV5.303 Bus 73_5;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_98;LV5.303;7
LV5.303 Bus 73_6;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_98;LV5.303;7
LV5.303 Bus 73_7;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_98;LV5.303;7
LV5.303 Bus 83_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_99;LV5.303;7
LV5.303 Bus 83_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_99;LV5.303;7
LV5.303 Bus 12_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_100;LV5.303;7
LV5.303 Bus 12_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_100;LV5.303;7
LV5.303 Bus 68_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_101;LV5.303;7
LV5.303 Bus 68_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_101;LV5.303;7
LV5.303 Bus 106_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_102;LV5.303;7
LV5.303 Bus 106_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_102;LV5.303;7
LV5.303 Bus 107_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_103;LV5.303;7
LV5.303 Bus 107_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_103;LV5.303;7
LV5.303 Bus 108_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_104;LV5.303;7
LV5.303 Bus 108_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_104;LV5.303;7
LV5.303 Bus 109_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_105;LV5.303;7
LV5.303 Bus 109_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_105;LV5.303;7
LV5.303 Bus 110_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_106;LV5.303;7
LV5.303 Bus 110_2;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_106;LV5.303;7
LV5.303 Bus 111_1;auxiliary;NULL;NULL;0.4;0.9;1.01;NULL;coord_107;LV5.303;7
LV5.303 Bus 112_1;auxiliary;NULL;NULL;0.4;0.9;1.01;NULL;coord_108;LV5.303;7
LV5.303 Bus 112_2;auxiliary;NULL;NULL;0.4;0.9;1.01;NULL;coord_108;LV5.303;7
LV5.303 Bus 113_1;auxiliary;NULL;NULL;0.4;0.9;1.1;NULL;coord_109;LV5.303;7
HV1 Bus 25_1;auxiliary;NULL;NULL;110;0.9;1.1;HV1_MV3.101_Substation;coord_113;MV3.101;3
HV1 Bus 26_1;auxiliary;NULL;NULL;110;0.9;1.1;HV1_MV3.101_Substation;coord_113;MV3.101;3
MV3.101 busbar1A_1;auxiliary;NULL;NULL;10;0.965;1.055;HV1_MV3.101_Substation;coord_111;MV3.101;5
MV3.101 Bus 11_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_114;MV3.101_Feeder1;5
MV3.101 Bus 12_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_115;MV3.101_Feeder1;5
MV3.101 Bus 13_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_116;MV3.101_Feeder1;5
